sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO43750,BK-R93R-44,11591,20110111,20110118,20110123,3578,1,3578
SO43751,BK-R93R-52,11592,20110111,20110118,20110123,3578,1,3578
SO43752,BK-R93R-44,13265,20110111,20110118,20110123,3578,1,3578
SO43753,BK-R93R-62,16482,20110111,20110118,20110123,3578,1,3578
SO43754,BK-R93R-48,27617,20110112,20110119,20110124,3578,1,3578
SO43755,BK-R93R-44,27670,20110112,20110119,20110124,3578,1,3578
SO43756,BK-R50B-58,19941,20110112,20110119,20110124,699,1,699
SO43757,BK-M82B-44,11017,20110112,20110119,20110124,3375,1,3375
SO43758,BK-R93R-62,27646,20110113,20110120,20110125,3578,1,3578
SO43759,BK-R93R-62,13257,20110113,20110120,20110125,3578,1,3578
SO43760,BK-R93R-56,16352,20110113,20110120,20110125,3578,1,3578
SO43761,BK-R93R-62,16493,20110113,20110120,20110125,3578,1,3578
SO43762,BK-R93R-56,27578,20110114,20110121,20110126,3578,1,3578
SO43763,BK-R93R-52,16525,20110114,20110121,20110126,3578,1,3578
SO43764,BK-R93R-62,16612,20110114,20110121,20110126,3578,1,3578
SO43765,BK-M82S-44,11010,20110114,20110121,20110126,3400,1,3400
SO43766,BK-R93R-52,16518,20110115,20110122,20110127,3578,1,3578
SO43767,BK-M82B-44,11001,20110115,20110122,20110127,3375,1,3375
SO43768,BK-R93R-48,27649,20110116,20110123,20110128,3578,1,3578
SO43769,BK-R93R-48,21659,20110116,20110123,20110128,3578,1,3578
SO43770,BK-R93R-48,27614,20110116,20110123,20110128,3578,1,3578
SO43771,BK-R50R-52,14559,20110116,20110123,20110128,699,1,699
SO43772,BK-R93R-48,16524,20110116,20110123,20110128,3578,1,3578
SO43773,BK-R93R-56,16526,20110116,20110123,20110128,3578,1,3578
SO43774,BK-R93R-52,16348,20110116,20110123,20110128,3578,1,3578
SO43775,BK-M82S-48,11027,20110116,20110123,20110128,3400,1,3400
SO43776,BK-R93R-56,13260,20110117,20110124,20110129,3578,1,3578
SO43777,BK-R93R-44,16515,20110117,20110124,20110129,3578,1,3578
SO43778,BK-M82S-42,11018,20110117,20110124,20110129,3400,1,3400
SO43779,BK-R50R-44,25252,20110117,20110124,20110129,699,1,699
SO43780,BK-R93R-44,11599,20110118,20110125,20110130,3578,1,3578
SO43781,BK-R93R-48,16495,20110118,20110125,20110130,3578,1,3578
SO43782,BK-R93R-48,16516,20110118,20110125,20110130,3578,1,3578
SO43783,BK-R93R-48,16620,20110118,20110125,20110130,3578,1,3578
SO43784,BK-R93R-62,27667,20110119,20110126,20110131,3578,1,3578
SO43785,BK-R93R-44,11601,20110119,20110126,20110131,3578,1,3578
SO43786,BK-R93R-44,11607,20110119,20110126,20110131,3578,1,3578
SO43787,BK-M82S-38,29385,20110119,20110126,20110131,3400,1,3400
SO43788,BK-M82B-48,11239,20110119,20110126,20110131,3375,1,3375
SO43789,BK-M82B-48,25865,20110119,20110126,20110131,3375,1,3375
SO43790,BK-M82S-38,25857,20110119,20110126,20110131,3400,1,3400
SO43791,BK-R93R-56,16484,20110119,20110126,20110131,3578,1,3578
SO43792,BK-R93R-48,16623,20110119,20110126,20110131,3578,1,3578
SO43793,BK-M82S-38,11000,20110119,20110126,20110131,3400,1,3400
SO43794,BK-M82S-48,11029,20110119,20110126,20110131,3400,1,3400
SO43795,BK-R93R-48,27615,20110120,20110127,20110201,3578,1,3578
SO43796,BK-R50B-52,17956,20110120,20110127,20110201,699,1,699
SO43797,BK-R93R-48,16345,20110120,20110127,20110201,3578,1,3578
SO43798,BK-R93R-62,16521,20110120,20110127,20110201,3578,1,3578
SO43799,BK-R93R-48,16636,20110120,20110127,20110201,3578,1,3578
SO43800,BK-R93R-44,21710,20110121,20110128,20110202,3578,1,3578
SO43801,BK-R93R-44,13583,20110121,20110128,20110202,3578,1,3578
SO43802,BK-R93R-48,11593,20110121,20110128,20110202,3578,1,3578
SO43803,BK-R93R-56,21741,20110122,20110129,20110203,3578,1,3578
SO43804,BK-R93R-62,13585,20110122,20110129,20110203,3578,1,3578
SO43805,BK-R50R-48,14510,20110122,20110129,20110203,699,1,699
SO43806,BK-R93R-48,16523,20110122,20110129,20110203,3578,1,3578
SO43807,BK-R93R-48,11611,20110123,20110130,20110204,3578,1,3578
SO43808,BK-R93R-52,13259,20110123,20110130,20110204,3578,1,3578
SO43809,BK-R93R-62,16350,20110123,20110130,20110204,3578,1,3578
SO43810,BK-M82S-42,11004,20110123,20110130,20110204,3400,1,3400
SO43811,BK-M82S-44,11026,20110123,20110130,20110204,3400,1,3400
SO43812,BK-R93R-48,27662,20110124,20110131,20110205,3578,1,3578
SO43813,BK-M82B-44,28390,20110124,20110131,20110205,3375,1,3375
SO43814,BK-M82B-44,25866,20110124,20110131,20110205,3375,1,3375
SO43815,BK-R93R-44,16494,20110124,20110131,20110205,3578,1,3578
SO43816,BK-R93R-56,16496,20110124,20110131,20110205,3578,1,3578
SO43817,BK-R93R-62,16519,20110124,20110131,20110205,3578,1,3578
SO43818,BK-R93R-48,16528,20110124,20110131,20110205,3578,1,3578
SO43819,BK-M82S-44,11006,20110124,20110131,20110205,3400,1,3400
SO43820,BK-R93R-48,27651,20110125,20110201,20110206,3578,1,3578
SO43821,BK-R93R-62,27663,20110125,20110201,20110206,3578,1,3578
SO43822,BK-R93R-52,27669,20110125,20110201,20110206,3578,1,3578
SO43823,BK-R50B-52,19942,20110125,20110201,20110206,699,1,699
SO43824,BK-R50B-44,14558,20110125,20110201,20110206,699,1,699
SO43825,BK-R93R-52,16349,20110125,20110201,20110206,3578,1,3578
SO43826,BK-M82B-38,11008,20110125,20110201,20110206,3375,1,3375
SO43827,BK-R50B-44,25250,20110125,20110201,20110206,699,1,699
SO43828,BK-R93R-62,27605,20110126,20110202,20110207,3578,1,3578
SO43829,BK-R93R-62,27611,20110126,20110202,20110207,3578,1,3578
SO43830,BK-R93R-44,16347,20110126,20110202,20110207,3578,1,3578
SO43831,BK-M82B-42,11028,20110126,20110202,20110207,3375,1,3375
SO43832,BK-R93R-62,13584,20110126,20110202,20110207,3578,1,3578
SO43833,BK-R93R-62,21727,20110127,20110203,20110208,3578,1,3578
SO43834,BK-M82B-38,28393,20110127,20110203,20110208,3375,1,3375
SO43835,BK-M82B-38,19802,20110127,20110203,20110208,3375,1,3375
SO43836,BK-R50R-62,26620,20110127,20110203,20110208,699,1,699
SO43837,BK-M82B-44,11009,20110127,20110203,20110208,3375,1,3375
SO43838,BK-R93R-52,27641,20110128,20110204,20110209,3578,1,3578
SO43839,BK-R93R-44,27673,20110128,20110204,20110209,3578,1,3578
SO43840,BK-R50R-44,17957,20110128,20110204,20110209,699,1,699
SO43841,BK-R93R-56,13406,20110128,20110204,20110209,3578,1,3578
SO43842,BK-R93R-48,16630,20110128,20110204,20110209,3578,1,3578
SO43918,BK-R93R-52,22041,20110129,20110205,20110210,3578,1,3578
SO43919,BK-R93R-56,12124,20110129,20110205,20110210,3578,1,3578
SO43920,BK-R93R-52,28066,20110129,20110205,20110210,3578,1,3578
SO43921,BK-R93R-52,16743,20110129,20110205,20110210,3578,1,3578
SO43922,BK-R93R-62,13546,20110129,20110205,20110210,3578,1,3578
SO43923,BK-R93R-48,28018,20110130,20110206,20110211,3578,1,3578
SO43924,BK-R93R-62,12132,20110130,20110206,20110211,3578,1,3578
SO43925,BK-R93R-56,16661,20110130,20110206,20110211,3578,1,3578
SO43926,BK-M82B-48,11055,20110131,20110207,20110212,3375,1,3375
SO43927,BK-R93R-56,16662,20110131,20110207,20110212,3578,1,3578
SO43928,BK-R93R-52,16740,20110131,20110207,20110212,3578,1,3578
SO43929,BK-R50R-60,25270,20110131,20110207,20110212,699,1,699
SO43930,BK-R93R-48,28038,20110201,20110208,20110213,3578,1,3578
SO43931,BK-R93R-52,13548,20110201,20110208,20110213,3578,1,3578
SO43932,BK-R93R-56,16741,20110201,20110208,20110213,3578,1,3578
SO43933,BK-M82S-48,11031,20110201,20110208,20110213,3400,1,3400
SO43934,BK-M82S-44,11034,20110201,20110208,20110213,3400,1,3400
SO43935,BK-R50B-60,20048,20110202,20110209,20110214,699,1,699
SO43936,BK-R93R-44,28065,20110202,20110209,20110214,3578,1,3578
SO43937,BK-R93R-48,17047,20110202,20110209,20110214,3578,1,3578
SO43938,BK-R93R-62,16686,20110202,20110209,20110214,3578,1,3578
SO43939,BK-R93R-48,16659,20110202,20110209,20110214,3578,1,3578
SO43940,BK-R50B-62,25294,20110202,20110209,20110214,699,1,699
SO43941,BK-R93R-56,13600,20110203,20110210,20110215,3578,1,3578
SO43942,BK-R93R-62,17051,20110203,20110210,20110215,3578,1,3578
SO43943,BK-R50B-44,14565,20110203,20110210,20110215,699,1,699
SO43944,BK-M82S-38,11054,20110203,20110210,20110215,3400,1,3400
SO43945,BK-R93R-62,16675,20110203,20110210,20110215,3578,1,3578
SO43946,BK-R93R-52,16687,20110203,20110210,20110215,3578,1,3578
SO43947,BK-R93R-62,16712,20110203,20110210,20110215,3578,1,3578
SO43948,BK-M82S-42,11047,20110203,20110210,20110215,3400,1,3400
SO43949,BK-R93R-62,27726,20110204,20110211,20110216,3578,1,3578
SO43950,BK-R93R-44,28014,20110204,20110211,20110216,3578,1,3578
SO43951,BK-R93R-44,16696,20110204,20110211,20110216,3578,1,3578
SO43952,BK-R93R-48,16639,20110204,20110211,20110216,3578,1,3578
SO43953,BK-R50B-52,20049,20110205,20110212,20110217,699,1,699
SO43954,BK-R93R-44,13602,20110205,20110212,20110217,3578,1,3578
SO43955,BK-R93R-56,13661,20110205,20110212,20110217,3578,1,3578
SO43956,BK-M82S-38,11030,20110205,20110212,20110217,3400,1,3400
SO43957,BK-R93R-52,28068,20110206,20110213,20110218,3578,1,3578
SO43958,BK-R93R-48,16658,20110206,20110213,20110218,3578,1,3578
SO43959,BK-M82B-38,11035,20110206,20110213,20110218,3375,1,3375
SO43960,BK-M82B-42,11046,20110206,20110213,20110218,3375,1,3375
SO43961,BK-R93R-44,28031,20110207,20110214,20110219,3578,1,3578
SO43962,BK-R93R-48,28076,20110207,20110214,20110219,3578,1,3578
SO43963,BK-R93R-56,16685,20110207,20110214,20110219,3578,1,3578
SO43964,BK-R93R-48,16745,20110207,20110214,20110219,3578,1,3578
SO43965,BK-M82B-48,11038,20110207,20110214,20110219,3375,1,3375
SO43966,BK-M82S-48,11039,20110207,20110214,20110219,3400,1,3400
SO43967,BK-R93R-52,28040,20110208,20110215,20110220,3578,1,3578
SO43968,BK-R93R-52,28067,20110208,20110215,20110220,3578,1,3578
SO43969,BK-R93R-62,28071,20110208,20110215,20110220,3578,1,3578
SO43970,BK-R93R-44,16684,20110208,20110215,20110220,3578,1,3578
SO43971,BK-R93R-56,16657,20110208,20110215,20110220,3578,1,3578
SO43972,BK-R93R-56,21939,20110209,20110216,20110221,3578,1,3578
SO43973,BK-R93R-48,28039,20110209,20110216,20110221,3578,1,3578
SO43974,BK-R93R-48,13687,20110209,20110216,20110221,3578,1,3578
SO43975,BK-R93R-48,13540,20110209,20110216,20110221,3578,1,3578
SO43976,BK-R93R-62,28063,20110209,20110216,20110221,3578,1,3578
SO43977,BK-R93R-48,16703,20110209,20110216,20110221,3578,1,3578
SO43978,BK-R93R-62,28030,20110210,20110217,20110222,3578,1,3578
SO43979,BK-R50R-60,14576,20110210,20110217,20110222,699,1,699
SO43980,BK-M82B-48,11048,20110210,20110217,20110222,3375,1,3375
SO43981,BK-R93R-56,16664,20110210,20110217,20110222,3578,1,3578
SO43982,BK-R50B-52,25271,20110210,20110217,20110222,699,1,699
SO43983,BK-R93R-56,28017,20110211,20110218,20110223,3578,1,3578
SO43984,BK-R93R-44,13545,20110211,20110218,20110223,3578,1,3578
SO43985,BK-R93R-52,13515,20110211,20110218,20110223,3578,1,3578
SO43986,BK-R93R-62,28070,20110211,20110218,20110223,3578,1,3578
SO43987,BK-R93R-62,28042,20110212,20110219,20110224,3578,1,3578
SO43988,BK-M82S-38,11244,20110212,20110219,20110224,3400,1,3400
SO43989,BK-R93R-48,28083,20110212,20110219,20110224,3578,1,3578
SO43990,BK-M82S-38,25872,20110212,20110219,20110224,3400,1,3400
SO43991,BK-R93R-62,16660,20110212,20110219,20110224,3578,1,3578
SO43992,BK-R93R-44,16638,20110212,20110219,20110224,3578,1,3578
SO43993,BK-R93R-56,16929,20110214,20110221,20110226,3578,1,3578
SO43994,BK-R93R-56,27681,20110215,20110222,20110227,3578,1,3578
SO43995,BK-R93R-48,21813,20110215,20110222,20110227,3578,1,3578
SO43996,BK-R93R-62,27920,20110215,20110222,20110227,3578,1,3578
SO43997,BK-R93R-62,28022,20110215,20110222,20110227,3578,1,3578
SO43998,BK-M82B-38,11033,20110215,20110222,20110227,3375,1,3375
SO43999,BK-R93R-44,28047,20110215,20110222,20110227,3578,1,3578
SO44000,BK-R93R-44,27918,20110216,20110223,20110228,3578,1,3578
